Player,Team,League,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",xA per 90,Key passes per 90,Passes to final third per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Aerial duels per 90,"Direct free kicks on target, %","Penalty conversion, %"
N. Collins,Brentford,Premier League,Centre-back,22,22000000,2027-06-30,8,733,0,0.24,0,0.24,13.87,59.29,Republic of Ireland,Republic of Ireland,right,195,88,no,7.74,5.53,73.33,4.42,47.22,0,0,0.37,3.68,4.76,0.37,2,0.25,0,0,0,0,0,0.03,0,0,2,0.25,0,0,0,0,0,0.49,75,1.84,60,1.11,0.61,0.25,36.47,0.25,51.69,88.6,18.17,77.03,0.03,0,4.42,8.47,59.42,0,,0,,0,0,0,0,,,3.19,,0,0
J. Tarkowski,Everton,Premier League,Centre-back,30,22000000,2026-06-30,8,799,1,1.18,1,0.62,15.77,61.43,England,"England, Poland",right,185,81,no,7.77,4.62,65.85,5.29,63.83,0.45,0.55,1.46,4.28,5.23,0.9,0,0,0,0,0.11,1,0.11,0.13,1,0.11,7,0.79,28.57,14.286,0.11,0.11,100,0.34,100,1.8,62.5,1.24,0.23,0,24.89,0.23,37.17,86.06,16.45,76.03,0.07,0.34,7.55,8.79,80.77,0,,0,,0,0,0,0,,,2.25,,0,0
A. Webster,Brighton,Premier League,Centre-back,28,22000000,2026-06-30,4,406,0,0.25,0,0,13.97,57.14,England,England,right,190,75,no,10.42,7.98,58.33,2.44,54.55,0.67,1.15,0.67,5.1,8.85,0.44,1,0.22,0,0,0,0,0,0.06,0,0,1,0.22,0,0,0,0.22,0,0.44,100,0.89,50,0.22,1.77,0.22,53.42,0,70.27,91.48,26.16,83.9,0,0,8.65,9.09,68.29,0,,0,,0,0,0,0,,,3.55,,0,0
M. Ginter,Freiburg,Bundesliga,Centre-back,29,20000000,2027-06-30,6,602,0,0.79,0,0.14,11.96,60,Germany,Germany,right,189,87,no,8.97,3.74,72,4.93,48.48,0,0,0.9,6.28,7.83,0.15,1,0.15,0,0,0,0,0,0.12,0,0,2,0.3,50,0,0,0.9,66.67,0.45,66.67,0.75,80,0.3,0.6,0,30.5,0.75,42.31,88.69,17.19,80.87,0.02,0.15,5.83,8.52,78.95,0,,0,,0,0,0,0,,,1.35,,0,0
R. Bensebaini,Borussia Dortmund,Bundesliga,Centre-back,28,20000000,,6,514,0,0.54,0,0.28,19.96,60.53,Algeria,Algeria,left,187,85,no,12.78,7.53,67.44,3.33,42.11,1.93,3.47,0.88,5.78,10.42,1.93,3,0.53,1,0.18,0,0,0,0.09,0,0,7,1.23,0,0,0,1.93,27.27,2.1,83.33,4.9,71.43,1.23,1.58,0.35,45.88,2.28,58.66,86.87,19.96,81.58,0.05,0.18,7.53,10.33,81.36,0,,0,,0,0,0,0,,,1.23,,0,0
B. Cristante,Roma,Serie A,Centre-back,28,20000000,2027-06-30,8,808,2,1.11,2,1.1,18.16,46.63,Italy,"Italy, Canada",right,186,80,no,7.91,7.02,58.73,4.68,47.62,0,0,0.22,3.79,5.51,2,0,0,0,0,0.22,2,0.22,0.12,1,0.11,11,1.23,18.18,18.182,0.22,0.33,66.67,1.23,54.55,3.45,32.26,2,1.11,0.22,36.31,0.33,53.02,85.92,17.49,73.89,0.12,0.45,6.79,7.91,66.2,0,,0,,0,0,0,0,,,0.33,,0,0
A. Theate,Rennes,Ligue 1,Centre-back,23,20000000,2027-06-30,8,787,0,0.37,0,0,8.58,57.33,Belgium,Belgium,left,185,78,no,6.06,3.2,67.86,3.43,46.67,0,0,0.57,3.89,5.37,0.23,0,0,0,0,0,0,0,0.04,0,0,4,0.46,25,0,0,0.23,50,0,0,0.46,50,0.69,1.14,0.34,53.98,0.23,69.64,92.45,30.08,86.31,0,0,7.78,10.86,73.68,0,,0,,0,0,0,0,,,2.52,,0,0
C. Mbemba,Olympique Marseille,Ligue 1,Centre-back,29,20000000,2025-06-30,8,791,1,0.87,0,0.13,12.97,65.79,Congo DR,Congo DR,right,182,81,no,10.01,5.8,78.43,3.53,70.97,0.23,0.29,0.57,5.23,6.67,0.91,0,0,0,0,0.11,1,0.11,0.1,1,0.11,8,0.91,25,12.5,0,0.11,0,0.34,66.67,1.48,46.15,0.91,1.25,0.11,29.47,0.46,43.46,89.53,14.79,77.69,0.02,0.11,4.66,6.14,72.22,0,,0,,0,0,0,0,,,2.16,,0,0
A. Ahmedhodžić,Sheffield United,Premier League,Centre-back,24,20000000,2026-06-30,8,835,0,1.23,0,0,18,47.9,Sweden,"Sweden, Bosnia and Herzegovina",right,190,84,no,9.92,7.98,59.46,3.02,60.71,0.43,0.47,0.97,4.74,5.12,1.19,3,0.32,0,0,0,0,0,0.13,0,0,7,0.75,14.29,0,0,0.32,0,0.75,14.29,3.02,14.29,0.75,0.75,0.54,16.6,0.22,29.64,77.82,13.69,65.35,0,0,3.02,6.04,51.79,0,,0,,0,0,0,0,,,0.97,,0,0
M. Lacroix,Wolfsburg,Bundesliga,Centre-back,23,20000000,2025-06-30,7,696,0,0.11,0,0,14.09,64.22,France,"France, Guadeloupe",right,190,88,no,9.31,5.82,73.33,4.4,50,0,0,0.52,5.04,6.26,0.65,0,0,0,0,0,0,0,0.01,0,0,1,0.13,100,0,0,0.13,100,0.39,33.33,1.42,45.45,0.13,0.26,0,34.01,0.26,49.14,86.58,17.84,71.74,0,0,4.78,9.31,70.83,0,,0,,0,0,0,0,,,1.68,,0,0
David García,Osasuna,La Liga,Centre-back,29,20000000,2026-06-30,8,800,0,0.76,0,0,14.4,60.16,Spain,Spain,right,186,72,no,8.1,4.39,71.79,4.73,61.9,0.68,0.88,0.34,4.28,5.59,0.68,1,0.11,0,0,0,0,0,0.09,0,0,5,0.56,20,0,0,0,0,0.11,0,0.79,0,0.9,0.9,0,24.41,0.45,39.15,88.22,14.96,75.94,0,0,6.08,6.86,72.13,0,,0,,0,0,0,0,,,1.58,,0,0
D. Zakaria,Monaco,Ligue 1,Centre-back,26,20000000,2026-06-30,7,594,0,0.02,0,0.05,12.42,59.76,Switzerland,"Switzerland, Congo DR",right,190,81,no,8.79,6.52,58.14,0.91,50,0.76,1.08,0.91,4.24,6.04,0.61,3,0.45,0,0,0,0,0,0,0,0,2,0.3,50,0,0,0.15,0,1.67,63.64,3.64,66.67,0.15,1.82,0.76,36.67,0.45,50.3,95.18,15.3,89.11,0.01,0,5.3,5.3,85.71,0,,0,,0,0,0,0,,,1.82,,0,0
P. Schuurs,Torino,Serie A,Centre-back,23,20000000,2026-06-30,8,795,1,0.82,0,0,15.85,57.86,Netherlands,Netherlands,right,191,80,no,9.74,7.13,65.08,3.4,63.33,0.34,0.43,0.23,4.75,6,0.79,2,0.23,0,0,0.11,1,0.11,0.09,0,0,7,0.79,14.29,14.286,0,0.34,66.67,0.57,100,1.7,40,0.91,0.79,0.57,28.75,0,39.62,92.57,10.98,84.54,0,0,2.72,3.28,72.41,0,,0,,0,0,0,0,,,2.26,,0,0
O. Kossounou,Bayer Leverkusen,Bundesliga,Centre-back,22,20000000,2026-06-30,7,682,0,0,0,0.4,16.76,59.06,Côte d'Ivoire,Côte d'Ivoire,right,191,82,no,9.9,6.47,65.31,2.38,33.33,0.26,0.37,0.26,5.41,7.59,0.92,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0.13,0,1.32,80,4.49,55.88,0.26,1.58,0.53,46.19,0.26,59.91,90.09,20.72,80.25,0.05,0,6.47,6.07,76.09,0,,0,,0,0,0,0,,,0.92,,0,0
J. Tah,Bayer Leverkusen,Bundesliga,Centre-back,27,20000000,2025-06-30,7,673,2,0.64,0,0,11.5,58.14,Germany,"Germany, Côte d'Ivoire",right,195,94,no,8.69,4.01,73.33,2.67,50,0,0,1.34,5.75,7.96,0.8,3,0.4,0,0,0.27,2,0.27,0.09,1,0.13,3,0.4,66.67,66.667,0,0,0,0.53,75,1.34,40,0.8,1.2,0,46.81,0.13,60.31,95.79,24.47,93.44,0,0,4.81,5.88,77.27,0,,0,,0,0,0,0,,,1.74,,0,0
C. Lukeba,RB Leipzig,Bundesliga,Centre-back,20,20000000,2025-06-30,6,439,1,0.34,0,0.01,10.46,62.75,France,"France, Angola",left,184,73,no,8.82,4.51,72.73,2.26,54.55,0.41,0.59,0.82,5.13,7.35,0.62,2,0.41,0,0,0.21,1,0.21,0.07,0,0,1,0.21,100,100,0,0.21,0,1.44,71.43,2.26,63.64,0.41,1.44,0.21,45.31,0.21,62.53,93.11,16.4,85,0,0,6.15,5.95,65.52,0,,0,,0,0,0,0,,,1.64,,0,0
N. Elvedi,Borussia M'gladbach,Bundesliga,Centre-back,27,20000000,2027-06-30,5,333,0,0.29,0,0.03,17.3,54.69,Switzerland,Switzerland,right,189,84,no,10.54,5.14,52.63,6.76,44,0.54,0.78,0.54,7.3,10.52,0.27,0,0,0,0,0,0,0,0.08,0,0,2,0.54,0,0,0,0.27,100,0.27,100,1.35,80,0.54,1.89,0,39.46,0.81,57.3,87.74,24.59,74.73,0.01,0,8.65,9.19,61.76,0,,0,,0,0,0,0,,,4.05,,0,0
P. Lienhart,Freiburg,Bundesliga,Centre-back,27,20000000,2024-06-30,7,700,1,1.6,0,0,12.99,62.38,Austria,Austria,right,189,85,no,7.71,5.27,65.85,3.34,65.38,0.13,0.15,0.39,4.11,4.71,0.64,2,0.26,0,0,0.13,1,0.13,0.21,1,0.13,5,0.64,40,20,0,0.26,0,0.64,40,1.16,66.67,0.64,0.13,0.26,39.86,0.51,54,87.86,22.5,77.71,0,0,6.56,8.74,80.88,0,,0,,0,0,0,0,,,2.44,,0,0
N. Milenković,Fiorentina,Serie A,Centre-back,26,20000000,2027-06-30,8,730,0,0.18,0,0,15.53,69.05,Serbia,Serbia,right,195,90,no,8.63,7.4,68.33,3.45,67.86,0.12,0.19,0.49,3.45,5.32,1.11,2,0.25,0,0,0,0,0,0.02,0,0,3,0.37,33.33,0,0,0,0,0.25,0,1.36,45.45,0.25,0,0,33.29,0.49,46.11,90.11,16.15,79.39,0,0,4.19,6.78,69.09,0,,0,,0,0,0,0,,,4.19,,100,0
G. Mancini,Roma,Serie A,Centre-back,27,18000000,2027-06-30,8,740,1,1.37,0,0.12,12.28,63.37,Italy,Italy,right,190,77,no,6.2,5.23,69.77,3.41,50,0,0,0.36,2.55,3.64,0.73,1,0.12,0,0,0.12,1,0.12,0.17,1,0.12,6,0.73,50,16.667,0,0.61,40,0.24,100,0.85,85.71,0.61,1.46,0,43.91,1.09,54,88.51,21.28,75.43,0.01,0.12,7.18,10.09,74.7,0,,0,,0,0,0,0,,,1.46,,0,0
A. Romagnoli,Lazio,Serie A,Centre-back,28,18000000,2027-06-30,8,796,0,0.13,0,0.03,9.38,53.01,Italy,Italy,left,185,75,no,5.77,3.96,42.86,3.28,55.17,0.23,0.28,0.68,3.84,4.72,1.24,1,0.11,0,0,0,0,0,0.01,0,0,1,0.11,100,0,0,0,0,0,0,0.57,80,0.34,0.34,0,34.71,0.57,48.39,93.69,19.33,88.3,0,0,3.96,5.99,77.36,0,,0,,0,0,0,0,,,1.7,,0,0
M. van de Ven,Tottenham Hotspur,Premier League,Centre-back,22,18000000,2027-06-30,8,824,1,0.69,0,0,11.8,56.48,Netherlands,Netherlands,left,193,89,no,6.01,3.71,61.76,3.39,41.94,0.55,0.93,0.55,3.17,5.4,0.22,1,0.11,0,0,0.11,1,0.11,0.07,0,0,4,0.44,25,25,0,0,0,0.98,100,2.4,63.64,0.44,0.87,0.66,37.35,0.44,50.79,94.84,17.48,89.38,0,0,4.59,4.04,70.27,0,,0,,0,0,0,0,,,3.17,,0,0
I. Diop,Fulham,Premier League,Centre-back,26,18000000,2027-06-30,8,791,0,0.2,0,0.1,11.38,71,France,"France, Senegal",right,194,92,no,7.62,5.01,75,2.84,68,0,0,0.46,3.87,4.95,0.91,2,0.23,0,0,0,0,0,0.02,0,0,3,0.34,33.33,0,0,0,0,0.11,100,1.37,66.67,0.34,2.05,0.11,49.95,0.46,64.4,90.99,26.06,82.53,0.01,0.11,8.19,10.47,73.91,0,,0,,0,0,0,0,,,2.62,,0,0
Hermoso,Atlético Madrid,La Liga,Centre-back,28,18000000,2024-06-30,8,777,0,0.28,0,0,13.9,61.67,Spain,Spain,left,184,75,no,8.46,5.33,65.22,4.4,65.79,0.12,0.14,0.46,4.86,5.92,1.39,3,0.35,0,0,0,0,0,0.03,0,0,4,0.46,25,0,0,0.81,14.29,0.35,66.67,2.08,61.11,0.23,0.58,0.12,32.66,0.93,41.7,86.11,15.64,77.04,0,0.12,6.6,7.07,65.57,0,,0,,0,0,0,0,,,0.81,,0,0
R. Koch,Eintracht Frankfurt,Bundesliga,Centre-back,27,18000000,2024-06-30,7,693,0,0.04,0,0,8.83,64.71,Germany,Germany,right,191,83,yes,8.57,2.99,91.3,3.9,53.33,0.39,0.53,0.78,5.45,7.46,0.26,3,0.39,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0.13,0,0.26,0,1.04,50,0.39,0.78,0,47.27,0.39,66.75,89.3,20,72.73,0,0,5.45,9.61,62.16,0,,0,,0,0,0,0,,,2.21,,0,0
I. Zabarnyi,Bournemouth,Premier League,Centre-back,21,18000000,2028-06-30,8,806,0,0.51,0,0,14.4,58.14,Ukraine,Ukraine,right,189,81,no,10.05,5.69,64.71,3.24,44.83,0.45,0.55,1.12,5.92,7.26,0.45,1,0.11,0,0,0,0,0,0.06,0,0,2,0.22,50,0,0,0,0,0.67,83.33,2.12,57.89,0.33,0.78,0.11,27.02,0.78,40.87,86.07,15.86,73.24,0,0,6.92,6.59,72.88,0,,0,,0,0,0,0,,,1.67,,0,0
L. Dunk,Brighton,Premier League,Centre-back,31,18000000,2026-06-30,8,804,1,1.45,0,0.31,9.63,66.28,England,England,right,192,88,no,7.84,4.48,65,3.02,70.37,0,0,0.78,4.93,7.63,0.45,2,0.22,0,0,0.11,1,0.11,0.16,0,0,9,1.01,22.22,11.111,0,0.34,100,0.11,0,0.67,33.33,1.34,1.46,0.45,61.9,0.22,76.23,92.07,28.1,83.67,0.03,0,10.52,10.07,80,0,,0,,0,0,0,0,,,6.04,,0,0
N. Casale,Lazio,Serie A,Centre-back,25,17000000,2027-06-30,6,603,0,0.66,0,0.01,8.96,61.67,Italy,Italy,right,191,80,no,8.51,4.63,70.97,2.39,56.25,0.15,0.19,0.6,5.07,6.42,0.15,0,0,0,0,0,0,0,0.1,0,0,3,0.45,33.33,0,0,0.15,0,0.15,100,0.6,50,0.6,1.64,0,36.87,0,52.69,94.05,18.66,88.8,0,0,7.31,6.12,78.05,0,,0,,0,0,0,0,,,3.43,,0,0
M. Senesi,Bournemouth,Premier League,Centre-back,26,17000000,2026-06-30,7,490,0,0,1,0,20.57,59.82,Argentina,"Argentina, Italy",left,185,75,no,13.96,11.57,61.9,2.76,66.67,0.92,1.16,0.92,5.88,7.44,1.84,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.55,33.33,1.29,57.14,1.84,50,0.18,1.65,0.18,33.06,0.55,48.49,81.06,24.06,70.99,0,0.18,13.04,13.04,78.87,0,,0,,0,0,0,0,,,2.57,,0,0
K. Danso,Lens,Ligue 1,Centre-back,25,16000000,2027-06-30,8,800,0,0.35,0,0,12.83,61.4,Austria,"Austria, Ghana",right,190,85,no,7.76,3.94,68.57,3.04,59.26,0.11,0.15,0.45,4.95,6.41,0.56,0,0,0,0,0,0,0,0.04,0,0,4,0.45,25,0,0,0.23,50,0.79,57.14,1.91,47.06,0.11,2.25,0.23,32.85,1.46,47.81,90.82,16.31,81.38,0,0,5.96,7.43,69.7,0,,0,,0,0,0,0,,,0.68,,0,0
F. Medina,Lens,Ligue 1,Centre-back,24,16000000,2026-06-30,7,702,0,0.03,0,0.28,14.87,54.31,Argentina,Argentina,left,184,77,no,7.95,6.92,51.85,2.05,62.5,0.51,0.63,0.51,3.85,4.69,1.79,5,0.64,0,0,0,0,0,0,0,0,2,0.26,0,0,0,1.03,37.5,0.9,71.43,3.08,54.17,0.51,1.41,0.13,41.54,0.64,60.13,88.49,28.21,85,0.04,0.26,8.46,10.64,78.31,0,,0,,0,0,0,0,,,1.67,,0,0
L. Colwill,Chelsea,Premier League,Centre-back,20,16000000,2029-06-30,8,799,0,0.73,1,0.08,13.97,62.9,England,England,left,187,83,no,8.79,6.87,65.57,2.48,68.18,0.34,0.56,0.45,3.94,6.48,0.9,0,0,0,0,0,0,0,0.08,0,0,4,0.45,25,0,0.11,1.01,22.22,0.56,80,1.58,50,1.13,1.35,0.68,36.05,0.45,46.41,85.19,19.15,76.47,0.01,0.11,6.76,6.87,70.49,0,,0,,0,0,0,0,,,1.01,,0,0
J. Beyer,Burnley,Premier League,Centre-back,23,16000000,2026-06-30,6,546,0,0,0,0,14.51,68.18,Germany,Germany,right,187,80,no,13.52,7.25,81.82,3.96,62.5,1.15,1.45,0.66,6.43,8.07,0.66,3,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,25,2.14,38.46,0,1.65,0.82,41.54,0.49,56.7,92.15,12.03,73.97,0,0,2.97,4.29,50,0,,0,,0,0,0,0,,,5.27,,0,0
K. Ajer,Brentford,Premier League,Centre-back,25,16000000,2026-06-30,6,349,0,0.56,1,0.74,17.28,61.19,Norway,Norway,right,196,84,no,10.06,8.51,72.73,4.13,75,1.55,1.94,0.26,2.32,2.9,1.29,0,0,0,0,0,0,0,0.14,0,0,4,1.03,25,0,0.26,0.52,0,1.55,33.33,3.35,38.46,3.35,1.55,1.03,29.91,0,39.2,82.24,18.31,76.06,0.19,0.26,6.19,5.93,65.22,0,,0,,0,0,0,0,,,1.29,,0,0
J. Matip,Liverpool,Premier League,Centre-back,32,16000000,2024-06-30,6,565,0,0.32,0,0.06,13.22,63.86,Germany,"Germany, Cameroon",right,194,90,no,9.88,4.46,57.14,4.46,75,0,0,0.64,7.33,9.72,0.48,0,0,0,0,0,0,0,0.05,0,0,2,0.32,0,0,0,0,0,0.16,0,1.27,37.5,1.27,2.71,0.48,41.73,0.32,58.3,89.34,20.87,80.92,0.01,0,4.78,6.69,59.52,0,,0,,0,0,0,0,,,2.71,,0,0
Luiz Felipe,Al Ittihad,"Unknown",Centre-back,26,15000000,2027-06-30,4,408,0,0.02,0,0.34,10.15,65.22,Brazil,"Brazil, Italy",right,187,80,no,9.71,6.4,75.86,2.43,36.36,0.88,1.17,0.22,3.97,5.24,0.44,1,0.22,0,0,0,0,0,0,0,0,1,0.22,0,0,0,0,0,0,0,0,0,0.44,0,0,26.69,0.22,36.62,92.17,14.12,82.81,0.07,0.22,1.32,3.75,64.71,0,,0,,0,0,0,0,,,2.43,,0,0
L. Kelly,Bournemouth,Premier League,Centre-back,25,15000000,2024-06-30,4,311,0,0,0,0,11.86,78.05,England,England,left,178,70,no,10.13,6.95,79.17,1.16,75,0.29,0.32,0.58,4.34,4.84,0.29,1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.58,50,2.03,71.43,0.29,0.58,0,21.13,0.29,37.91,80.15,13.89,56.25,0,0,9.26,6.66,65.22,0,,0,,0,0,0,0,,,2.03,,0,0
Zubeldía,Real Sociedad,La Liga,Centre-back,26,15000000,2029-06-30,9,831,0,0.18,0,0.04,12.89,58.82,Spain,Spain,right,181,73,no,8.01,5.09,72.34,4.44,43.9,0.43,0.65,0.32,3.9,5.87,1.19,3,0.32,0,0,0,0,0,0.02,0,0,1,0.11,0,0,0,0,0,0.11,100,0.43,75,0.22,0.54,0.22,36.28,0.32,51.23,89.01,17.87,75.76,0,0.11,7.15,7.15,71.21,0,,0,,0,0,0,0,,,3.36,,0,0
M. Thiaw,Milan,Serie A,Centre-back,22,15000000,2027-06-30,7,680,0,0.02,0,0,16.81,64.57,Germany,"Germany, Finland",right,194,89,no,10.72,9,70.59,2.78,57.14,0.4,0.58,0.26,3.97,5.77,1.46,3,0.4,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0.26,50,0.79,100,2.12,50,0,1.46,0.53,49.5,0.26,60.35,94.52,18.26,86.96,0,0,5.56,6.35,79.17,0,,0,,0,0,0,0,,,3.04,,0,0
Tuta,Eintracht Frankfurt,Bundesliga,Centre-back,24,15000000,2026-06-30,6,541,0,0.2,0,0,16.64,46,Brazil,Brazil,right,185,75,no,8.98,6.49,56.41,4.82,51.72,0.33,0.44,0.5,4.99,6.62,1.33,0,0,0,0,0,0,0,0.03,0,0,3,0.5,33.33,0,0,0,0,1,33.33,2.83,29.41,0.83,0.5,0,51.9,0.67,69.04,91.08,27.12,81.6,0,0,6.32,9.65,72.41,0,,0,,0,0,0,0,,,3.83,,0,0
V. Lindelöf,Manchester United,Premier League,Centre-back,29,15000000,2024-06-30,7,565,0,0.53,0,0.08,10.51,45.45,Sweden,Sweden,right,187,80,no,7.17,5.26,51.52,2.23,42.86,0.64,0.77,0.64,3.82,4.65,0.64,1,0.16,0,0,0,0,0,0.08,0,0,1,0.16,0,0,0,0.16,0,0,0,1.43,44.44,0.64,0.32,0.16,43.17,0.16,55.75,94.86,14.34,88.89,0.01,0.16,4.62,4.14,80.77,0,,0,,0,0,0,0,,,1.91,,0,0
Dani Vivian,Athletic Bilbao,La Liga,Centre-back,24,14000000,2026-06-30,9,879,0,0.2,0,0.06,15.77,61.04,Spain,Spain,right,183,83,no,8.81,6.04,69.49,3.17,29.03,0.31,0.43,0.51,4.3,6.09,0.92,2,0.2,0,0,0,0,0,0.02,0,0,3,0.31,33.33,0,0,0,0,0.41,50,2.46,50,0.51,0.51,0,23.75,1.23,38.7,85.71,17,76.51,0.01,0.1,5.12,7.27,67.61,0,,0,,0,0,0,0,,,1.64,,0,0
W. Singo,Monaco,Ligue 1,Centre-back,22,14000000,2024-06-30,7,699,1,0.4,0,0.19,14.16,65.45,Côte d'Ivoire,Côte d'Ivoire,right,190,79,no,8.76,5.92,56.52,4.12,71.88,0.13,0.18,0.39,5.28,7.41,1.42,1,0.13,0,0,0.13,1,0.13,0.05,1,0.13,5,0.64,40,20,0,0.52,75,1.8,64.29,3.48,70.37,0.9,1.42,0.52,39.27,1.29,55.11,91.36,20.73,83.85,0.02,0.26,6.44,6.82,81.13,0,,0,,0,0,0,0,,,2.32,,0,0
D. Ćaleta-Car,Olympique Lyonnais,Ligue 1,Centre-back,27,14000000,2026-06-30,4,397,0,0.72,0,0.35,9.07,60,Croatia,Croatia,right,193,89,yes,8.61,4.08,66.67,3.17,64.29,0.23,0.27,0.91,5.67,6.7,1.13,1,0.23,0,0,0,0,0,0.16,0,0,3,0.68,0,0,0,0.23,100,0,0,0.23,0,1.13,0,0,34.91,0,50.1,92.76,17,82.67,0.08,0,1.59,4.53,65,0,,0,,0,0,0,0,,,1.81,,0,0
B. Djimsiti,Atalanta,Serie A,Centre-back,30,13000000,2026-06-30,7,663,0,0.29,0,0.13,16.7,67.48,Switzerland,"Switzerland, Albania",right,190,83,no,11,8.28,70.49,4.62,64.71,0,0,0.95,5.16,6.16,0.95,1,0.14,0,0,0,0,0,0.04,0,0,2,0.27,0,0,0,0.14,0,0,0,0.54,50,0.68,0,0,32.58,0.27,46.29,90.91,11.67,76.74,0.02,0.14,2.17,5.29,53.85,0,,0,,0,0,0,0,,,1.22,,0,0
G. Maripán,Monaco,Ligue 1,Centre-back,29,13000000,2025-06-30,6,510,1,0.14,0,0,14.47,59.76,Chile,Chile,right,190,83,no,11.12,7.24,70.73,4.76,40.74,0.18,0.24,0.53,5.82,7.8,0.71,0,0,0,0,0.18,1,0.18,0.02,1,0.18,3,0.53,33.33,33.333,0,0,0,0.18,100,0.53,100,0.35,0.18,0,30.18,0.35,44.12,90,13.94,74.68,0,0,4.06,5.82,69.7,0,,0,,0,0,0,0,,,1.76,,0,0
Diego Llorente,Roma,Serie A,Centre-back,30,12000000,2024-06-30,6,472,0,0,0,0,17.92,67.02,Spain,Spain,right,186,76,yes,9.15,7.82,73.17,5.53,75.86,0.57,0.8,0.19,2.86,3.98,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,50,0.57,0,2.1,36.36,0.19,2.1,0.38,46.72,0.76,60.25,90.51,16.59,78.16,0,0,3.81,5.91,61.29,0,,0,,0,0,0,0,,,0.95,,0,0
Danilo Pereira,PSG,Ligue 1,Centre-back,32,12000000,2025-06-30,6,349,0,0.44,0,0,9.8,65.79,Guinea-Bissau,"Guinea-Bissau, Portugal",right,188,83,no,7.22,3.87,73.33,2.84,72.73,0.52,0.98,0.77,3.87,7.38,0.26,0,0,0,0,0,0,0,0.11,0,0,2,0.52,50,0,0,0.26,0,0,0,1.29,20,0.77,1.81,0.26,79.68,0.26,99.8,95.61,32.23,92.8,0,0,18.83,15.21,89.83,0,,0,,0,0,0,0,,,2.32,,0,0
D. Burn,Newcastle United,Premier League,Centre-back,31,12000000,2025-06-30,8,816,1,1.24,0,0.16,15.11,54.74,England,England,left,198,87,no,10.7,7.5,64.71,3.53,65.63,0.55,0.74,0.33,5.29,7.13,0.66,1,0.11,0,0,0.11,1,0.11,0.14,1,0.11,6,0.66,33.33,16.667,0,0.88,25,0,0,1.1,50,0.99,0.66,0.11,30.22,0.33,43.24,85.97,20.07,80.77,0.02,0.22,4.08,6.51,71.19,0,,0,,0,0,0,0,,,0.33,,0,0
Eric García,Girona,La Liga,Centre-back,22,12000000,2026-06-30,7,549,1,1.3,0,0.16,12.13,48.65,Spain,Spain,right,182,76,yes,5.9,4.43,55.56,2.95,44.44,0.33,0.54,0.66,3.11,5.14,0.98,2,0.33,0,0,0.16,1,0.16,0.21,1,0.16,4,0.66,50,25,0,0.16,0,0.33,50,2.13,30.77,0.98,2.62,0.16,41.48,0.98,53.93,91.79,20.66,84.92,0.03,0,8.36,7.7,76.6,0,,0,,0,0,0,0,,,1.97,,0,0
Diogo Leite,Union Berlin,Bundesliga,Centre-back,24,12000000,2024-06-30,7,666,0,0.32,0,0.15,19.19,63.38,Portugal,Portugal,left,190,82,no,13.38,8.51,69.84,5.81,58.14,0.54,0.63,0.41,6.89,8.1,1.08,1,0.14,0,0,0,0,0,0.04,0,0,3,0.41,33.33,0,0,0.27,100,0,0,1.76,38.46,0.95,0.54,0,30,1.35,44.46,84.8,20,75.68,0.02,0.27,8.78,7.97,76.27,0,,0,,0,0,0,0,,,1.76,,0,0
